Product_ID,Category,Subcategory,Region,Warehouse_ID,Season,Demand,Lead_Time,Supplier_Reliability,Promotion,Stock_Level,Price,Transport_Cost,Demand_Prev_1_Month,Demand_Prev_2_Month,Demand_Prev_3_Month
813,Electronics,Audio,South,2,Fall,533,13,0.8996883680869989,0,814,55.35510381843697,23.400000000000002,514,594,493
814,Raw_Materials,Vegetables,South,2,Spring,126,2,0.898862849610012,0,351,0.8329227813138955,3.6,112,116,115
815,Raw_Materials,Herbs,East,1,Spring,344,4,0.9176887655281046,0,57,2.8223315728037375,8.0,406,405,348
816,Electronics,Laptops,South,2,Summer,114,10,0.8725640060942663,0,373,1382.2699099317924,18.0,120,135,105
817,Electronics,Accessories,North,4,Winter,375,13,0.922621519191118,0,796,285.56898040482116,31.2,389,362,440
818,Beverages,Coffee,South,2,Winter,374,6,0.9756432620548406,1,407,7.298988206963383,10.8,448,396,356
819,Raw_Materials,Spices,South,5,Spring,512,3,0.9910941980990329,0,204,2.572647266751251,5.4,535,576,454
820,Electronics,Laptops,West,4,Winter,409,8,0.91672244322821,0,860,1908.5870273557225,17.6,432,460,351
821,Beverages,Tea,West,3,Fall,573,2,0.8085181907940626,0,746,1.3243696773868074,4.4,468,461,603
822,Raw_Materials,Spices,West,2,Spring,405,5,0.9938471994534218,0,734,7.842905054500945,11.0,463,425,376
823,Grocery,Bakery,South,2,Spring,322,2,0.9411724121792513,0,330,1.8209698115702861,3.6,382,383,281
824,Beverages,Soda,East,5,Spring,289,4,0.8671927297107305,0,803,7.784649757514494,8.0,342,257,263
825,Raw_Materials,Herbs,North,5,Summer,168,2,0.8294315401927447,1,147,0.8397315438008969,4.8,149,187,155
826,Raw_Materials,Grains,South,1,Winter,123,4,0.8286837224472551,1,364,7.486710817763804,7.2,109,124,129
827,Beverages,Coffee,East,1,Summer,426,3,0.8335488812279206,0,854,1.9779930705802522,6.0,403,378,370
828,Grocery,Bakery,South,1,Fall,118,5,0.8091145043227641,1,79,1.7067061823798912,9.0,109,96,128
829,Beverages,Soda,North,5,Winter,108,4,0.9804308377305824,0,820,9.003386393424528,9.6,99,119,99
830,Raw_Materials,Grains,South,1,Summer,254,6,0.9081536465654673,1,591,1.2184541293821876,10.8,264,235,252
831,Electronics,Laptops,North,1,Spring,247,10,0.9399918825427674,0,492,1696.8969361701252,24.0,277,234,262
832,Electronics,Laptops,South,3,Summer,72,10,0.9656217018536615,0,729,1620.5519606840119,18.0,84,71,73
833,Beverages,Juice,North,1,Spring,482,5,0.9583082012666401,0,721,6.389902346395297,12.0,398,483,513
834,Raw_Materials,Vegetables,South,2,Summer,283,5,0.9765211247457684,0,68,3.334720401644799,9.0,257,249,262
835,Electronics,Smartphones,North,5,Summer,715,10,0.9934509245049904,1,780,1124.0224946696903,24.0,644,763,847
836,Raw_Materials,Herbs,West,4,Summer,450,2,0.8878141229483879,0,398,7.033109419010933,4.4,424,484,442
837,Beverages,Coffee,South,3,Spring,318,5,0.9900670933336781,0,862,4.836223998608436,9.0,308,272,295
838,Electronics,Accessories,South,5,Summer,490,10,0.9446579896685633,0,360,84.88298776810149,18.0,468,496,450
839,Raw_Materials,Grains,East,5,Winter,440,5,0.8141336380616158,0,855,2.544287520638109,10.0,519,459,359
840,Electronics,Accessories,East,2,Winter,93,7,0.9363566242424691,0,878,81.6906016615151,14.0,90,81,99
841,Beverages,Soda,North,1,Winter,234,5,0.9373433319209697,1,348,5.871267664844897,12.0,238,270,211
842,Raw_Materials,Spices,South,2,Spring,298,5,0.9811721127585055,1,686,7.014041214277232,9.0,327,295,352
843,Electronics,Gaming,North,1,Spring,115,10,0.8745864264940184,0,766,236.6113508154877,24.0,125,97,101
844,Beverages,Water,West,1,Winter,470,3,0.9169823000543635,0,605,8.15959413950895,6.6000000000000005,485,438,475
845,Electronics,Laptops,East,5,Winter,429,9,0.8024375102023485,0,445,1172.4327375494681,18.0,490,425,469
846,Electronics,Accessories,North,1,Winter,81,8,0.8664150484362673,1,459,110.28455290354644,19.2,85,65,92
847,Grocery,Canned,North,3,Fall,552,5,0.8124487452317563,1,386,11.602980789870736,12.0,634,448,476
848,Grocery,Dairy,East,3,Winter,430,1,0.9043745945529794,0,968,12.106175861962825,2.0,396,353,513
849,Beverages,Coffee,South,3,Summer,705,6,0.9634895301013906,1,400,7.2581833583263515,10.8,601,715,819
850,Grocery,Canned,North,5,Fall,576,1,0.8412885384258139,0,490,1.4494997155917582,2.4,649,538,682
851,Beverages,Soda,East,2,Fall,464,3,0.9054882091115557,0,830,6.307162192616355,6.0,442,536,529
852,Grocery,Frozen,South,4,Spring,90,5,0.8408017273021534,1,123,5.858641609470385,9.0,95,92,103
853,Electronics,Audio,West,1,Summer,427,5,0.8241376935692482,0,755,74.93396972743889,11.0,467,471,443
854,Beverages,Water,East,4,Spring,88,2,0.9021993583868685,0,783,7.249557370080687,4.0,81,94,100
855,Beverages,Soda,North,2,Spring,432,1,0.8158297241899456,0,912,3.416735221174701,2.4,432,435,437
856,Electronics,Gaming,West,2,Summer,541,9,0.9174709262275978,0,181,275.5955245076396,19.8,626,593,549
857,Beverages,Juice,South,5,Spring,182,6,0.8062674921353453,0,27,3.682711663868754,10.8,209,185,186
858,Beverages,Soda,South,3,Summer,310,1,0.8213429943736752,1,244,5.996625396792791,1.8,340,295,371
859,Grocery,Snacks,East,3,Summer,362,5,0.9099994970974716,0,319,12.58867029112287,10.0,400,352,304
860,Beverages,Tea,East,2,Spring,394,5,0.9182814825797828,1,904,4.619065042246449,10.0,456,447,442
861,Raw_Materials,Spices,East,5,Winter,101,8,0.8057973860187516,0,678,6.7149346943077015,16.0,110,103,91
862,Electronics,Audio,South,5,Spring,489,11,0.9146753576003117,0,732,222.63499129122548,19.8,457,464,461
863,Grocery,Canned,West,1,Fall,323,6,0.9677005050647274,1,290,13.892123343164165,13.200000000000001,274,281,268
864,Grocery,Dairy,South,3,Spring,68,6,0.9444632354587907,0,840,5.561683876256716,10.8,65,67,63
865,Raw_Materials,Vegetables,North,2,Summer,449,9,0.8262370207841597,0,205,1.287710485850992,21.599999999999998,374,404,537
866,Electronics,Accessories,South,4,Fall,370,10,0.918494929512723,0,124,140.49785942051966,18.0,313,437,354
867,Electronics,Audio,North,3,Summer,309,6,0.9344505000148426,0,406,240.02777137295865,14.399999999999999,364,307,329
868,Grocery,Snacks,West,1,Winter,471,3,0.8074462403504584,0,681,7.306091587460772,6.6000000000000005,504,378,399
869,Beverages,Water,East,5,Winter,358,5,0.9710695337367246,1,676,3.3578913717376357,10.0,408,299,418
870,Grocery,Frozen,East,2,Fall,54,4,0.981253479457966,1,572,1.386444486022207,8.0,57,49,61
871,Electronics,Smartphones,South,3,Winter,256,10,0.9700904546724517,0,427,581.7214226602446,18.0,247,214,244
872,Raw_Materials,Grains,East,4,Winter,285,9,0.9649262935978227,1,293,5.850358333723535,18.0,230,329,267
873,Grocery,Frozen,West,1,Spring,97,3,0.9489930396921786,1,594,3.066592587174312,6.6000000000000005,114,110,94
874,Electronics,Accessories,East,1,Spring,706,8,0.926686406256392,1,337,115.44622648602666,16.0,584,838,678
875,Grocery,Frozen,South,3,Winter,395,1,0.9357254009976503,0,350,1.2832404638715715,1.8,412,427,356
876,Beverages,Water,West,4,Winter,244,2,0.9612790586669966,0,631,7.49579502903392,4.4,205,258,291
877,Grocery,Canned,North,1,Spring,362,5,0.932499691672261,0,807,13.329562658716455,12.0,330,423,406
878,Grocery,Snacks,South,2,Winter,316,1,0.8655453913364142,0,230,8.959396447632479,1.8,276,372,286
879,Electronics,Accessories,North,1,Winter,224,14,0.8751922204322709,0,18,27.24418964993668,33.6,228,257,267
880,Electronics,Accessories,West,4,Summer,342,14,0.9794114936744585,0,918,80.93508751386926,30.800000000000004,394,391,275
881,Electronics,Accessories,South,5,Winter,114,6,0.8034244171594325,0,91,142.77135788257988,10.8,120,121,111
882,Grocery,Canned,South,5,Fall,468,4,0.9397641162488564,0,841,9.226137087860797,7.2,498,374,481
883,Beverages,Soda,West,3,Summer,102,6,0.9909555104850432,0,303,5.466487082234241,13.200000000000001,118,99,83
884,Raw_Materials,Vegetables,East,4,Fall,302,7,0.9412456339915948,0,384,7.368995348084536,14.0,332,318,261
885,Raw_Materials,Fruits,South,1,Winter,57,9,0.9987823976463563,1,543,7.53977237301129,16.2,65,58,51
886,Electronics,Smartphones,South,1,Spring,238,11,0.9375089811056662,0,424,396.437216285249,19.8,230,268,258
887,Electronics,Accessories,North,5,Summer,251,10,0.8068726058433723,1,108,58.749445898054816,24.0,287,283,295
888,Grocery,Frozen,East,5,Spring,78,1,0.9654019763293847,1,691,6.0127687712535725,2.0,82,81,81
889,Raw_Materials,Grains,North,2,Summer,95,9,0.8569259823878639,1,711,3.659261614254459,21.599999999999998,81,76,97
890,Electronics,Laptops,North,5,Spring,347,9,0.8892114451328882,1,627,1379.1000389916883,21.599999999999998,282,328,352
891,Beverages,Juice,East,2,Summer,298,2,0.8624183831814165,1,841,7.95843774808891,4.0,267,265,280
892,Beverages,Soda,East,1,Summer,428,2,0.853710821241936,0,979,2.2219093500556832,4.0,407,400,484
893,Electronics,Audio,West,2,Fall,701,13,0.8862811407339571,1,786,244.7391149017113,28.6,795,733,712
894,Electronics,Audio,East,2,Spring,826,12,0.8757502896881348,1,391,190.80792777308793,24.0,905,682,736
895,Raw_Materials,Herbs,South,3,Fall,232,3,0.9266677163685179,1,872,7.856633455962512,5.4,274,187,198
896,Raw_Materials,Vegetables,East,5,Fall,356,3,0.9626302401975021,0,949,5.3837575856189925,6.0,364,347,425
897,Grocery,Frozen,West,2,Spring,496,4,0.8594177306374482,0,513,11.025281066370049,8.8,545,554,400
898,Raw_Materials,Spices,West,1,Summer,341,4,0.8427442305644035,0,456,1.9640664980162712,8.8,310,276,400
899,Beverages,Soda,West,4,Fall,98,1,0.9333790541740685,0,689,7.919757598231326,2.2,105,111,86
900,Beverages,Coffee,East,2,Spring,535,1,0.9340640131661564,1,353,1.713395599148563,2.0,579,510,568
901,Electronics,Accessories,East,5,Summer,546,10,0.9802262478572343,0,434,203.82852213269211,20.0,622,462,502
902,Raw_Materials,Spices,North,3,Fall,265,2,0.8031891372906622,0,634,0.9167968163652602,4.8,268,272,303
903,Grocery,Snacks,North,1,Fall,240,6,0.970608132423302,0,849,2.613161498334355,14.399999999999999,254,283,244
904,Beverages,Tea,South,3,Fall,407,4,0.9042004345896714,0,315,1.9707964688493171,7.2,358,413,348
905,Beverages,Coffee,North,4,Summer,361,4,0.9242604178344198,0,157,1.4723565834030068,9.6,395,387,327
906,Grocery,Dairy,South,2,Fall,297,5,0.818274288112283,0,858,5.495944837242549,9.0,337,334,275
907,Grocery,Dairy,West,2,Summer,439,6,0.8865229865744092,0,741,14.920934410635505,13.200000000000001,455,491,506
908,Beverages,Soda,North,5,Winter,46,4,0.8454604814477048,0,463,4.1340283161538265,9.6,38,38,50
909,Beverages,Coffee,East,2,Fall,186,6,0.8508450060165018,0,947,7.846983220046948,12.0,172,203,210
910,Grocery,Dairy,North,1,Winter,85,1,0.9008190229352055,1,42,2.8524382219994076,2.4,84,100,69
911,Beverages,Juice,South,4,Spring,91,5,0.9624911900806224,1,741,5.090419722389092,9.0,97,98,93
912,Electronics,Gaming,North,3,Fall,279,6,0.9487561860289713,1,510,71.83243395816982,14.399999999999999,258,316,334
913,Electronics,Accessories,West,4,Spring,322,6,0.9181999918171908,0,328,73.78720762609713,13.200000000000001,365,320,358
914,Grocery,Dairy,East,2,Spring,492,5,0.9078836385506934,0,706,2.3956605120365317,10.0,466,456,417
915,Raw_Materials,Grains,South,3,Spring,210,7,0.885461208646898,0,202,3.7403311477094907,12.6,171,224,225
916,Grocery,Dairy,East,5,Winter,507,6,0.9945419947122773,1,882,2.0574888904813715,12.0,566,505,556
917,Grocery,Canned,East,4,Summer,132,6,0.9120385108468467,1,189,13.737358988979253,12.0,139,152,132
918,Raw_Materials,Grains,South,3,Winter,256,4,0.8507932796624444,0,876,3.8592524117896576,7.2,286,304,212
919,Raw_Materials,Spices,East,3,Winter,243,8,0.846018158408008,1,993,6.78924606078411,16.0,228,274,197
920,Raw_Materials,Spices,East,3,Spring,127,3,0.9222706061550283,0,527,7.845983372791341,6.0,102,152,149
921,Electronics,Laptops,North,1,Fall,216,9,0.9045655054621857,0,400,1516.6687682303595,21.599999999999998,179,202,195
922,Beverages,Soda,East,4,Summer,505,6,0.8015395605909426,0,530,9.113596814207561,12.0,426,584,480
923,Electronics,Gaming,East,3,Spring,284,8,0.9660130744391558,0,366,57.902905740840666,16.0,318,264,317
924,Beverages,Soda,East,4,Summer,666,1,0.9408244708464869,0,582,8.469942812761921,2.0,613,564,716
925,Electronics,Gaming,East,3,Winter,117,7,0.9323658579356207,1,473,95.94085329879324,14.0,140,122,138
926,Beverages,Soda,South,5,Summer,491,6,0.8137561315395319,0,939,5.253382349579448,10.8,541,482,411
927,Electronics,Audio,West,5,Summer,153,14,0.8724111700344983,0,684,201.04314174641303,30.800000000000004,159,178,165
928,Raw_Materials,Grains,North,5,Fall,404,2,0.9870764521465573,1,108,7.276576944014103,4.8,482,402,336
929,Grocery,Frozen,East,2,Spring,424,5,0.9725178482682728,0,157,13.753913213016387,10.0,392,496,339
930,Electronics,Laptops,East,3,Summer,494,10,0.8571085875739067,0,579,638.1535657127674,20.0,427,410,418
931,Beverages,Tea,South,2,Summer,655,2,0.8314117768198278,0,736,4.2809993993895255,3.6,717,741,685
932,Raw_Materials,Herbs,West,4,Winter,79,2,0.8898175914337154,0,325,6.448814050131626,4.4,71,87,84
933,Electronics,Gaming,East,2,Winter,255,8,0.8711660757335322,0,191,216.88392898502312,16.0,302,277,248
934,Electronics,Audio,South,4,Summer,328,12,0.9364452753411983,0,556,27.378684605831843,21.6,392,308,268
935,Raw_Materials,Herbs,North,4,Spring,365,3,0.993286962016864,0,312,3.874170537927123,7.199999999999999,427,406,384
936,Electronics,Accessories,North,4,Summer,393,11,0.8726002899965123,0,567,252.19086663461295,26.4,462,390,327
937,Grocery,Canned,East,2,Summer,308,4,0.8124448345304485,1,608,11.327582122672819,8.0,322,334,263
938,Electronics,Smartphones,East,3,Fall,397,7,0.979522801668477,1,13,670.6648130990905,14.0,427,405,398
939,Grocery,Snacks,West,2,Spring,179,4,0.8075899460479742,1,787,11.292255712854576,8.8,149,154,167
940,Grocery,Snacks,West,3,Fall,103,2,0.9905531794306666,0,116,8.716949927912491,4.4,113,85,101
941,Raw_Materials,Vegetables,East,3,Spring,281,4,0.9329158856018079,0,84,7.344717485512149,8.0,247,265,296
942,Electronics,Gaming,South,4,Spring,773,9,0.9883378416883899,1,49,184.39560883215225,16.2,878,906,667
943,Raw_Materials,Vegetables,West,2,Spring,255,2,0.8399319373297957,0,648,3.505506340957761,4.4,302,258,295
944,Electronics,Audio,East,3,Fall,372,12,0.8081399590507615,0,704,261.61777487910564,24.0,329,416,380
945,Electronics,Accessories,West,5,Fall,202,12,0.8976419956552983,1,128,33.96327584585946,26.400000000000002,167,208,163
946,Beverages,Soda,East,3,Fall,480,3,0.890124682914025,0,82,9.10459579273729,6.0,476,567,504
947,Electronics,Laptops,North,5,Winter,617,5,0.8662984546509767,0,561,1544.520221746678,12.0,688,584,607
948,Raw_Materials,Vegetables,East,2,Fall,382,5,0.9915312948777395,1,213,7.554543953180584,10.0,423,314,412
949,Grocery,Snacks,North,2,Winter,494,1,0.9645167464322865,1,986,4.507068167777417,2.4,532,549,550
950,Electronics,Audio,West,2,Winter,222,13,0.9323164042751186,0,105,214.57798209916118,28.6,250,240,260
951,Beverages,Coffee,East,3,Winter,372,1,0.8325716583275656,0,288,8.28516940215395,2.0,323,376,446
952,Raw_Materials,Vegetables,West,1,Summer,118,4,0.946864681643705,0,152,5.765769348394076,8.8,125,109,120
953,Electronics,Accessories,North,3,Summer,433,11,0.9454024909399448,1,124,78.89343664099422,26.4,451,379,443
954,Raw_Materials,Fruits,East,3,Summer,239,7,0.8850136347232015,0,485,2.566921760546327,14.0,205,237,193
955,Beverages,Coffee,West,4,Winter,131,6,0.9849571819428027,0,893,6.100681136074063,13.200000000000001,126,139,150
956,Beverages,Tea,North,4,Winter,331,2,0.8333955764458021,1,142,5.020755424216926,4.8,377,341,268
957,Raw_Materials,Herbs,West,3,Spring,237,7,0.8534675124823329,0,177,6.0133789131239626,15.400000000000002,281,231,249
958,Electronics,Accessories,South,5,Winter,474,6,0.8126448678501268,1,923,126.02947361056972,10.8,505,481,397
959,Grocery,Canned,North,4,Summer,121,4,0.9590901916355175,1,254,13.032727306036115,9.6,141,102,110
960,Beverages,Soda,North,3,Winter,112,4,0.9243518772190795,0,286,4.887283645330752,9.6,95,120,95
961,Electronics,Gaming,North,1,Winter,87,8,0.8629880611362499,1,984,31.211558600141874,19.2,103,95,74
962,Electronics,Accessories,East,5,Spring,672,8,0.8327627327188631,0,268,24.8619412477848,16.0,546,540,557
963,Grocery,Canned,East,2,Winter,221,5,0.8080295540057482,1,55,10.054396205183668,10.0,223,200,204
964,Beverages,Coffee,East,3,Fall,117,3,0.8333491137251874,1,355,5.864978064536433,6.0,107,97,113
965,Beverages,Coffee,South,3,Spring,456,2,0.8906569292675317,0,856,5.884701790206599,3.6,513,546,449
966,Electronics,Audio,South,5,Winter,430,12,0.8494353938021213,1,904,241.20252448796475,21.6,381,446,419
967,Electronics,Audio,North,4,Winter,563,7,0.8517964354863934,1,246,125.20166569912149,16.8,452,555,568
968,Grocery,Snacks,South,4,Spring,172,4,0.9751152733335429,0,62,14.936257966329785,7.2,166,169,196
969,Grocery,Frozen,West,4,Winter,432,5,0.9030275346922202,0,157,14.23742140853793,11.0,356,512,454
970,Beverages,Coffee,North,2,Summer,309,5,0.9458503946256829,0,708,1.1166559044204223,12.0,283,328,249
971,Raw_Materials,Fruits,North,5,Fall,343,5,0.8071421898056287,0,542,7.218070761490671,12.0,362,297,298
972,Beverages,Water,West,5,Fall,427,3,0.8730326711356058,1,99,7.124946853330965,6.6000000000000005,391,418,401
973,Electronics,Accessories,North,4,Summer,157,6,0.8958338694790884,1,242,160.58529430848978,14.399999999999999,141,174,185
974,Beverages,Soda,South,4,Winter,70,1,0.837283371042037,0,736,6.2447272668463825,1.8,60,67,58
975,Raw_Materials,Vegetables,East,1,Winter,208,9,0.8240383082891077,0,890,6.8139302244824105,18.0,177,192,225
976,Grocery,Dairy,West,1,Fall,81,6,0.9740607556999685,0,60,14.314523489022331,13.200000000000001,81,96,65
977,Raw_Materials,Fruits,South,3,Winter,128,2,0.9878863254199592,0,674,4.7025021855233184,3.6,137,150,120
978,Raw_Materials,Vegetables,West,3,Fall,349,2,0.8157613396090815,0,845,1.8596858539144243,4.4,342,410,386
979,Raw_Materials,Herbs,West,5,Fall,150,4,0.8698037425084887,0,637,5.2981548786669865,8.8,127,127,140
980,Grocery,Canned,North,5,Summer,312,5,0.9916571256288947,0,403,2.067065557440129,12.0,330,278,303
981,Raw_Materials,Fruits,North,2,Fall,262,2,0.816632346626493,1,223,5.263540526261508,4.8,267,255,304
982,Raw_Materials,Grains,South,2,Winter,454,2,0.9287282745757452,0,460,6.564588518951551,3.6,432,514,375
983,Raw_Materials,Grains,West,1,Winter,266,9,0.9944442741934011,0,348,3.149985773644152,19.8,247,291,268
984,Electronics,Audio,North,3,Spring,296,10,0.9956447337162749,0,360,39.931638791448634,24.0,258,337,280
985,Raw_Materials,Fruits,North,1,Winter,38,5,0.8942446661807487,1,658,5.691695963096796,12.0,32,44,45
986,Grocery,Dairy,West,1,Spring,65,5,0.8325498215564762,1,294,5.750602502360108,11.0,60,72,72
987,Raw_Materials,Vegetables,South,3,Fall,124,6,0.8404168629954878,1,942,2.3682248891041375,10.8,101,112,105
988,Raw_Materials,Herbs,South,2,Winter,52,7,0.9779202790248789,0,887,5.668863192074315,12.6,50,47,60
989,Grocery,Snacks,West,3,Summer,105,4,0.9823366008659472,0,592,14.574210564723128,8.8,109,98,92
990,Raw_Materials,Vegetables,South,4,Summer,79,9,0.921575928774711,0,254,6.0899178306930315,16.2,92,72,65
991,Grocery,Frozen,North,4,Summer,312,5,0.9532352798939823,0,559,7.8789005678312565,12.0,327,280,317
992,Raw_Materials,Grains,West,4,Fall,378,8,0.9479862502940817,0,737,5.003830418181111,17.6,396,416,413
993,Grocery,Snacks,North,5,Fall,472,2,0.9323643195978214,1,648,2.9919047216010437,4.8,448,384,512
994,Raw_Materials,Spices,East,2,Spring,70,7,0.9654553909743878,0,593,6.599099642621059,14.0,59,76,70
995,Raw_Materials,Vegetables,East,2,Summer,266,4,0.9370813246080643,0,235,5.032212579585641,8.0,260,300,265
996,Electronics,Gaming,South,5,Spring,265,5,0.9068004611494999,1,836,290.43251143944485,9.0,275,219,314
997,Electronics,Gaming,East,1,Spring,406,12,0.8473912725176314,0,450,294.25534312118543,24.0,442,334,458
998,Raw_Materials,Vegetables,North,4,Winter,363,6,0.9487776288237239,0,483,3.159400193303023,14.399999999999999,410,331,391
999,Raw_Materials,Vegetables,East,4,Winter,155,3,0.8946875735676549,0,453,7.914094516345032,6.0,139,136,136
1000,Beverages,Juice,North,1,Summer,307,2,0.8589583368015019,0,805,9.611501752923312,4.8,275,316,346
1001,Grocery,Canned,South,3,Fall,431,3,0.960389255148355,1,421,9.957647493271905,5.4,442,461,474
1002,Beverages,Coffee,South,3,Winter,212,6,0.9393427200706057,0,823,4.001179856132406,10.8,217,223,253
1003,Electronics,Smartphones,North,2,Fall,773,14,0.98746791262494,1,255,978.0061986729921,33.6,685,728,659
1004,Electronics,Laptops,East,5,Spring,437,10,0.8330883280037756,1,592,906.8558470342039,20.0,452,436,474
1005,Electronics,Gaming,South,2,Spring,573,12,0.9298378569272987,1,716,196.35629106888257,21.6,537,605,682
1006,Electronics,Gaming,West,3,Spring,351,9,0.8488478936176352,0,509,26.882851863877928,19.8,370,297,345
1007,Raw_Materials,Vegetables,South,1,Spring,426,6,0.9807165970603283,0,991,5.214370974081302,10.8,390,379,465
1008,Electronics,Laptops,East,2,Summer,253,11,0.8198998828513232,0,960,1927.4124271003427,22.0,262,292,301
1009,Raw_Materials,Grains,West,4,Spring,87,3,0.9312323612889755,0,559,2.2635728202966474,6.6000000000000005,96,81,88
1010,Raw_Materials,Vegetables,East,4,Winter,429,6,0.958217144305606,1,126,6.336346150368332,12.0,511,480,463
1011,Electronics,Smartphones,North,1,Spring,411,9,0.8709835680729414,0,759,564.0811949240415,21.599999999999998,478,370,332
1012,Electronics,Gaming,West,3,Fall,638,13,0.9908276158767618,1,373,218.1979296440196,28.6,638,521,643
1013,Grocery,Dairy,East,4,Winter,237,6,0.9701461369172075,0,923,10.799613178229356,12.0,235,237,213
1014,Beverages,Soda,West,4,Fall,505,4,0.8589236599369807,0,213,2.6626396752143067,8.8,492,584,430
1015,Electronics,Smartphones,East,5,Fall,122,12,0.8015082185431998,1,360,837.4151193789179,24.0,98,137,132
1016,Grocery,Snacks,West,2,Summer,127,5,0.8593314352236122,0,328,13.028365343584152,11.0,110,114,103
1017,Grocery,Frozen,East,3,Summer,186,5,0.8562620940941486,1,368,6.355462972153857,10.0,153,216,216
1018,Beverages,Juice,North,2,Fall,64,6,0.9779929215001818,0,526,7.392492562140213,14.399999999999999,69,63,64
1019,Raw_Materials,Vegetables,West,3,Fall,383,9,0.9934242356509495,1,949,5.558225264259098,19.8,369,313,405
1020,Electronics,Gaming,West,4,Spring,112,8,0.8140879971940521,0,498,92.10392050416903,17.6,92,90,100
1021,Beverages,Juice,West,5,Winter,524,4,0.8942589657066634,1,678,9.26779203807133,8.8,563,520,457
1022,Electronics,Accessories,West,2,Spring,59,12,0.9096663997059592,0,116,177.78338355255642,26.400000000000002,62,60,52
1023,Grocery,Frozen,North,4,Summer,515,4,0.8185823322659407,0,749,5.974097195277338,9.6,560,428,459
1024,Grocery,Snacks,West,3,Summer,217,2,0.8754995418275046,1,663,3.301017259834114,4.4,225,253,248
1025,Raw_Materials,Herbs,South,2,Spring,221,2,0.8634164834785901,1,835,4.050937643148267,3.6,191,240,246
1026,Grocery,Dairy,North,2,Winter,171,1,0.9072112708654175,0,181,11.2215881306238,2.4,140,191,195
1027,Grocery,Canned,South,4,Fall,137,3,0.9322381799463876,0,667,9.730963776793832,5.4,154,141,149
1028,Beverages,Juice,West,2,Spring,207,4,0.9406970220993134,0,528,7.54347303597487,8.8,183,220,218
1029,Electronics,Audio,East,5,Summer,240,8,0.8273510047226775,0,864,241.69301064410755,16.0,244,229,242
1030,Electronics,Gaming,South,5,Winter,378,11,0.9625895403889243,1,874,143.4813346170432,19.8,375,405,342
1031,Beverages,Tea,West,4,Summer,359,6,0.9357084059581517,0,967,5.681495656218631,13.200000000000001,419,427,388
1032,Raw_Materials,Herbs,South,3,Winter,260,3,0.9778149833493439,0,822,7.898165836856679,5.4,265,275,222
1033,Electronics,Audio,West,4,Winter,359,14,0.8898672118870868,0,537,291.05439082984236,30.800000000000004,370,336,360
1034,Grocery,Snacks,West,5,Winter,441,3,0.9787779525444383,0,329,6.807439746624028,6.6000000000000005,409,403,387
1035,Electronics,Smartphones,West,1,Spring,177,5,0.9731548244712152,1,46,916.6615717858456,11.0,209,209,177
1036,Grocery,Snacks,East,1,Spring,266,4,0.887681866471854,1,508,4.74626249658994,8.0,277,232,244
1037,Raw_Materials,Fruits,South,2,Spring,267,7,0.8762286630585958,0,674,1.645231592267363,12.6,214,299,219
1038,Beverages,Coffee,North,2,Winter,166,3,0.9865624029940514,1,274,7.915611003613602,7.199999999999999,169,163,166
1039,Electronics,Laptops,North,1,Winter,272,6,0.9430329469076876,0,704,1154.2699541270363,14.399999999999999,257,265,237
1040,Beverages,Tea,North,5,Summer,483,2,0.9856490692876152,0,677,2.593475232850171,4.8,392,530,417
1041,Electronics,Smartphones,North,2,Fall,89,14,0.9593949557791626,0,658,982.9631311684924,33.6,86,76,84
1042,Grocery,Frozen,West,4,Spring,414,4,0.9218594878582829,0,917,13.812385037116327,8.8,459,408,391
1043,Beverages,Tea,South,4,Winter,136,4,0.8231705554007529,0,411,9.399461504119632,7.2,136,110,155
1044,Electronics,Smartphones,South,5,Summer,332,8,0.8582961345158198,0,996,836.7003376163576,14.4,350,354,340
1045,Grocery,Canned,East,2,Summer,344,5,0.9937684814196783,1,611,7.71497580564823,10.0,363,283,392
1046,Beverages,Water,South,4,Summer,264,1,0.8638844197428409,1,961,2.2767992754562503,1.8,282,220,226
1047,Beverages,Water,South,2,Spring,52,2,0.8186509739570742,1,227,8.13510823830493,3.6,49,59,49
1048,Electronics,Laptops,South,2,Spring,106,6,0.941510671183864,0,339,1917.9847281504346,10.8,100,103,108
1049,Electronics,Audio,East,4,Fall,463,14,0.9468008509087369,0,195,269.0489158128711,28.0,371,407,398
1050,Electronics,Smartphones,North,1,Summer,684,6,0.8570915440574302,0,390,976.6051089939037,14.399999999999999,589,709,582
1051,Grocery,Canned,South,4,Spring,189,4,0.8595343958692607,0,218,1.0639640762708646,7.2,223,190,201
1052,Electronics,Laptops,East,5,Summer,461,8,0.8937785971017568,0,572,1111.626311911011,16.0,524,444,489
1053,Beverages,Tea,East,3,Winter,401,1,0.8043577899524511,0,297,4.696427545316271,2.0,364,466,358
1054,Beverages,Juice,West,4,Summer,313,2,0.9578646020722328,0,97,9.049314096637588,4.4,300,344,278
1055,Electronics,Audio,East,2,Fall,444,14,0.8634177574548252,0,953,38.382200737333534,28.0,522,382,487
1056,Electronics,Audio,North,2,Spring,140,14,0.9707526204003956,0,145,168.74232348693943,33.6,126,143,118
1057,Raw_Materials,Vegetables,South,4,Winter,365,2,0.9605260843200067,0,167,1.5210080294533788,3.6,369,304,426
1058,Beverages,Soda,East,3,Spring,234,3,0.9322804066237567,0,803,6.9606452283937505,6.0,189,210,275
